GameID,Name,Platform,Year,Genre,Publisher,Global_Sales,Critic_Score,User_Score,Avg_Playtime_Hours,Price_USD,ESRB_Rating,Multiplayer,Sales_Category,Score_Gap,Decade
G0407,Ancient Tactics 3,Mobile,2014,Strategy,Capcom,2.95,85,9.7,41,49.99,M,No,Medium (1-5M),-1.2,2010
G0408,Ancient Age,PC,2019,Racing,Activision,2.69,79,7.2,18,59.99,T,No,Medium (1-5M),0.7,2010
G0409,Cyber Rivals 3,Nintendo Switch,2015,Adventure,Take-Two,1.37,53,5.4,27,29.99,M,No,Medium (1-5M),-0.1,2010
G0410,Storm Rivals 3,Mobile,2023,Racing,Take-Two,5.81,64,6.5,76,19.99,T,Yes,High (5-15M),-0.1,2020
G0411,Iron Souls 3,Xbox,2016,Sports,Activision,8.2,74,7.5,33,49.99,E10+,No,High (5-15M),-0.1,2010
G0412,Rising Odyssey,Xbox,2015,Action,Take-Two,3.22,79,7.3,141,39.99,M,No,Medium (1-5M),0.6,2010
G0413,Eternal Arena 3,PC,2017,Strategy,Square Enix,2.37,72,6.0,40,19.99,E10+,Yes,Medium (1-5M),1.2,2010
G0414,Eternal Souls,PC,2014,Adventure,Sega,4.81,67,6.1,39,49.99,M,No,Medium (1-5M),0.6,2010
G0415,Epic Empire 3,PC,2017,Shooter,Nintendo,24.03,89,9.2,18,69.99,E10+,Yes,Blockbuster (15M+),-0.3,2010
G0416,Legend Fury,Nintendo Switch,2021,Adventure,Sony Interactive,0.99,94,7.7,40,39.99,M,No,Low (<1M),1.7,2020
G0417,Pixel Rivals 3,Mobile,2014,Fighting,Nintendo,25.46,70,6.1,18,39.99,E10+,Yes,Blockbuster (15M+),0.9,2010
G0418,Storm Worlds 3,PlayStation,2013,Action,Nintendo,12.43,61,6.6,31,14.99,M,No,High (5-15M),-0.5,2010
G0419,Ancient Worlds,Mobile,2024,Puzzle,Electronic Arts,0.93,75,7.1,10,9.99,E,Yes,Low (<1M),0.4,2020
G0420,Neon Odyssey 1,PlayStation,2013,Action,Electronic Arts,17.63,72,5.1,109,29.99,M,No,Blockbuster (15M+),2.1,2010
G0421,Super Warriors,Xbox,2022,Simulation,Electronic Arts,4.77,80,7.0,52,59.99,E10+,Yes,Medium (1-5M),1.0,2020
G0422,Iron Force,Xbox,2020,RPG,Sony Interactive,10.67,98,9.8,16,49.99,T,No,High (5-15M),0.0,2020
G0423,Cyber Odyssey,PC,2012,Racing,Square Enix,1.13,64,6.2,20,49.99,E10+,No,Medium (1-5M),0.2,2010
G0424,Mega Quest 1,PC,2013,Fighting,Take-Two,1.45,85,7.6,28,39.99,T,No,Medium (1-5M),0.9,2010
G0425,Neon Quest 2,Nintendo Switch,2013,Simulation,Take-Two,2.99,74,6.7,25,49.99,E10+,No,Medium (1-5M),0.7,2010
G0426,Lost Empire 3,Nintendo Switch,2015,Adventure,Electronic Arts,1.14,89,9.1,16,29.99,M,Yes,Medium (1-5M),-0.2,2010
G0427,Neon Fury,PC,2019,RPG,Take-Two,6.15,58,5.0,7,29.99,M,No,High (5-15M),0.8,2010
G0428,Eternal Rivals,PlayStation,2013,Sports,Electronic Arts,1.3,61,5.1,17,49.99,E,No,Medium (1-5M),1.0,2010
G0429,Ancient Strike,PC,2014,Action,Ubisoft,8.09,68,5.9,26,69.99,E10+,No,High (5-15M),0.9,2010
G0430,Ancient Raid,Nintendo Switch,2019,Adventure,Sega,18.67,74,6.6,13,19.99,E10+,Yes,Blockbuster (15M+),0.8,2010
G0431,Shadow Dawn,PC,2014,Shooter,Ubisoft,2.7,63,7.2,24,49.99,T,Yes,Medium (1-5M),-0.9,2010
G0432,Cyber Strike,PC,2013,Shooter,Microsoft,2.73,72,6.8,32,9.99,E,Yes,Medium (1-5M),0.4,2010
G0433,Legend Rivals 2,PC,2018,Puzzle,Sega,15.51,67,7.4,8,19.99,E,No,Blockbuster (15M+),-0.7,2010
G0434,Battle Souls 3,Nintendo Switch,2013,Fighting,Epic Games,2.66,67,7.2,9,29.99,E,No,Medium (1-5M),-0.5,2010
G0435,Space Force 3,PlayStation,2012,Simulation,Electronic Arts,2.11,65,7.0,9,39.99,T,Yes,Medium (1-5M),-0.5,2010
G0436,Cyber Quest,PC,2025,Simulation,Epic Games,2.36,79,8.6,11,9.99,T,Yes,Medium (1-5M),-0.7,2020
G0437,Battle Worlds 2,Xbox,2022,Action,Sony Interactive,2.24,71,6.4,14,14.99,M,Yes,Medium (1-5M),0.7,2020
G0438,Epic Arena 3,PC,2020,Sports,Nintendo,5.97,93,9.1,49,39.99,E,Yes,High (5-15M),0.2,2020
G0439,Final Quest 1,PlayStation,2020,Fighting,Electronic Arts,45.0,74,6.6,26,29.99,T,Yes,Blockbuster (15M+),0.8,2020
G0440,Epic Age 2,PC,2021,Simulation,Capcom,1.26,84,9.0,32,19.99,M,No,Medium (1-5M),-0.6,2020
G0441,Neon Legacy,PlayStation,2019,RPG,Activision,19.14,71,7.8,16,59.99,T,No,Blockbuster (15M+),-0.7,2010
G0442,Ultra Warriors 3,Nintendo Switch,2025,Simulation,Electronic Arts,3.33,67,6.0,95,49.99,E10+,No,Medium (1-5M),0.7,2020
G0443,Ultra Dawn 1,Xbox,2022,Adventure,Sega,1.86,62,5.8,78,19.99,M,No,Medium (1-5M),0.4,2020
G0444,Dark Rivals,PlayStation,2025,Puzzle,Electronic Arts,5.1,85,7.4,44,29.99,E,Yes,High (5-15M),1.1,2020
G0445,Iron Strike,PC,2020,Action,Take-Two,12.5,59,5.7,57,14.99,T,No,High (5-15M),0.2,2020
G0446,Space Empire 3,Nintendo Switch,2015,Strategy,Activision,13.12,58,5.2,14,49.99,T,Yes,High (5-15M),0.6,2010
G0447,Cyber Arena,Nintendo Switch,2017,Sports,Nintendo,6.0,79,7.4,10,14.99,T,No,High (5-15M),0.5,2010
G0448,Storm Raid 1,PC,2012,Shooter,Sega,4.29,71,7.7,27,49.99,E10+,No,Medium (1-5M),-0.6,2010
G0449,Space Horizon 3,Mobile,2023,Racing,Take-Two,1.96,78,7.7,6,39.99,T,Yes,Medium (1-5M),0.1,2020
G0450,Final Quest 3,Xbox,2015,RPG,Ubisoft,6.38,76,7.7,67,19.99,T,No,High (5-15M),-0.1,2010
G0451,Cyber Age,PlayStation,2019,Shooter,Sega,7.05,49,5.0,16,19.99,E,Yes,High (5-15M),-0.1,2010
G0452,Final Horizon 1,PlayStation,2016,Racing,Microsoft,0.47,83,6.3,25,49.99,E,No,Low (<1M),2.0,2010
G0453,Ancient Legacy 3,Mobile,2021,RPG,Microsoft,30.26,78,6.8,24,69.99,T,No,Blockbuster (15M+),1.0,2020
G0454,Pixel Souls 2,PlayStation,2022,Adventure,Ubisoft,2.79,81,7.8,9,49.99,E,No,Medium (1-5M),0.3,2020
G0455,Legend Warriors 2,PC,2015,Action,Square Enix,4.35,67,6.0,39,29.99,E,Yes,Medium (1-5M),0.7,2010
G0456,Cyber Horizon 2,Xbox,2025,Shooter,Square Enix,13.24,77,7.0,9,69.99,M,No,High (5-15M),0.7,2020
G0457,Shadow Worlds 3,PC,2020,Sports,Nintendo,6.95,84,7.4,15,19.99,E,Yes,High (5-15M),1.0,2020
G0458,Storm Rivals 1,PC,2013,RPG,Capcom,1.22,76,7.2,18,19.99,T,Yes,Medium (1-5M),0.4,2010
G0459,Mega Souls,Mobile,2023,Strategy,Valve,13.25,75,8.1,19,29.99,E,No,High (5-15M),-0.6,2020
G0460,Epic Chronicles,PC,2024,Simulation,Sony Interactive,8.24,63,5.3,11,59.99,T,No,High (5-15M),1.0,2020
G0461,Space Warriors 1,PC,2015,RPG,Sony Interactive,1.22,67,6.7,27,69.99,T,Yes,Medium (1-5M),0.0,2010
G0462,Lost Rivals 3,Nintendo Switch,2024,Sports,Take-Two,3.28,78,7.0,49,9.99,E10+,Yes,Medium (1-5M),0.8,2020
G0463,Battle Raid 3,PlayStation,2016,Action,Microsoft,23.79,91,8.6,9,39.99,M,Yes,Blockbuster (15M+),0.5,2010
G0464,Legend Arena 3,Xbox,2018,Sports,Square Enix,6.94,76,6.7,11,29.99,E10+,Yes,High (5-15M),0.9,2010
G0465,Epic Souls,Mobile,2019,Puzzle,Nintendo,3.1,76,7.1,63,59.99,E,No,Medium (1-5M),0.5,2010
G0466,Dark Chronicles 2,PlayStation,2020,Adventure,Nintendo,1.4,73,6.4,12,59.99,E10+,Yes,Medium (1-5M),0.9,2020
G0467,Dark Legacy 2,Xbox,2012,RPG,Epic Games,4.92,66,7.6,49,29.99,T,Yes,Medium (1-5M),-1.0,2010
G0468,Final Force 2,PC,2019,Sports,Square Enix,2.68,75,7.3,23,29.99,T,No,Medium (1-5M),0.2,2010
G0469,Super Souls 2,Xbox,2024,Racing,Epic Games,0.72,42,4.2,22,49.99,E,No,Low (<1M),0.0,2020
G0470,Neon Arena,PC,2018,Sports,Sony Interactive,10.85,71,7.2,17,39.99,E,No,High (5-15M),-0.1,2010
G0471,Final Empire,PC,2013,Sports,Sony Interactive,2.27,83,7.8,20,19.99,M,No,Medium (1-5M),0.5,2010
G0472,Legend Fury 1,PC,2015,Adventure,Epic Games,3.01,79,7.6,30,14.99,M,No,Medium (1-5M),0.3,2010
G0473,Epic Empire 2,Mobile,2014,Racing,Sony Interactive,4.51,67,5.7,16,9.99,E,No,Medium (1-5M),1.0,2010
G0474,Dragon Tactics,PlayStation,2024,Action,Square Enix,3.92,73,7.3,29,29.99,T,No,Medium (1-5M),0.0,2020
G0475,Super Souls,Nintendo Switch,2012,RPG,Take-Two,14.43,55,3.0,36,19.99,M,Yes,High (5-15M),2.5,2010
G0476,Battle Fury 3,PC,2024,Shooter,Activision,6.17,66,6.7,3,19.99,E10+,Yes,High (5-15M),-0.1,2020
G0477,Ultra Dawn 3,Mobile,2018,RPG,Microsoft,10.38,51,4.8,36,9.99,E10+,Yes,High (5-15M),0.3,2010
G0478,Cyber Tactics,Xbox,2018,Racing,Ubisoft,4.74,52,3.0,44,14.99,M,No,Medium (1-5M),2.2,2010
G0479,Final Dawn 2,Xbox,2020,Sports,Nintendo,29.83,79,7.8,24,39.99,E10+,No,Blockbuster (15M+),0.1,2020
G0480,Dragon Raid 1,PlayStation,2023,Adventure,Capcom,4.35,92,9.2,63,29.99,M,Yes,Medium (1-5M),0.0,2020
G0481,Storm Age 1,PlayStation,2022,Adventure,Epic Games,2.83,68,7.5,25,9.99,T,No,Medium (1-5M),-0.7,2020
G0482,Rising Force 1,PC,2019,Simulation,Microsoft,4.63,80,6.9,19,19.99,T,No,Medium (1-5M),1.1,2010
G0483,Ancient Rivals,Xbox,2013,Action,Sony Interactive,37.22,75,6.8,46,59.99,E,Yes,Blockbuster (15M+),0.7,2010
G0484,Mega Age 1,PC,2024,Adventure,Microsoft,6.61,66,6.4,74,49.99,T,No,High (5-15M),0.2,2020
G0485,Final Souls 3,PlayStation,2020,Strategy,Activision,2.03,76,6.9,27,39.99,T,Yes,Medium (1-5M),0.7,2020
G0486,Battle Quest,PC,2013,Simulation,Sony Interactive,0.71,71,7.8,8,39.99,E,Yes,Low (<1M),-0.7,2010
G0487,Legend Force,PC,2016,Adventure,Sega,3.67,71,6.6,50,29.99,E10+,No,Medium (1-5M),0.5,2010
G0488,Eternal Horizon,PC,2020,RPG,Square Enix,6.98,69,6.2,15,49.99,M,No,High (5-15M),0.7,2020
G0489,Ultra Tactics 3,PC,2022,Adventure,Sega,1.25,71,7.0,30,69.99,M,No,Medium (1-5M),0.1,2020
G0490,Storm Force,PC,2024,Action,Valve,0.39,95,8.2,6,39.99,E,Yes,Low (<1M),1.3,2020
G0491,Lost Horizon,Xbox,2016,Sports,Square Enix,23.34,78,7.1,23,29.99,E10+,No,Blockbuster (15M+),0.7,2010
G0492,Ancient Souls,Xbox,2013,Action,Ubisoft,36.55,50,4.4,6,14.99,E10+,No,Blockbuster (15M+),0.6,2010
G0493,Super Dawn 2,Nintendo Switch,2015,RPG,Capcom,2.4,73,8.3,24,19.99,M,Yes,Medium (1-5M),-1.0,2010
G0494,Cyber Rivals 2,PC,2016,Simulation,Activision,5.65,52,5.2,14,49.99,E,Yes,High (5-15M),0.0,2010
G0495,Cyber Worlds 2,Nintendo Switch,2025,Action,Bandai Namco,1.71,73,7.7,31,49.99,T,Yes,Medium (1-5M),-0.4,2020
G0496,Mega Dawn 2,PC,2018,Action,Sega,17.17,69,6.6,34,39.99,T,No,Blockbuster (15M+),0.3,2010
G0497,Dark Force 3,PC,2018,Simulation,Nintendo,18.17,71,8.1,53,69.99,E,Yes,Blockbuster (15M+),-1.0,2010
G0498,Shadow Tactics 1,PlayStation,2013,RPG,Epic Games,7.28,66,6.3,51,39.99,E10+,No,High (5-15M),0.3,2010
G0499,Mega Strike,Xbox,2014,Strategy,Ubisoft,6.02,84,7.6,23,29.99,T,No,High (5-15M),0.8,2010
G0500,Storm Fury,PC,2017,Shooter,Sony Interactive,3.23,47,5.5,11,49.99,T,Yes,Medium (1-5M),-0.8,2010
G0501,Ultra Strike,PC,2022,RPG,Electronic Arts,5.43,78,7.8,37,39.99,T,Yes,High (5-15M),0.0,2020
G0502,Ancient Force 2,PlayStation,2012,Fighting,Sony Interactive,1.11,88,9.1,9,9.99,T,No,Medium (1-5M),-0.3,2010
G0503,Shadow Arena,Xbox,2024,Shooter,Capcom,6.19,70,5.7,31,19.99,E,Yes,High (5-15M),1.3,2020
G0504,Epic Legacy 3,Nintendo Switch,2017,Shooter,Valve,3.6,71,6.8,34,19.99,M,No,Medium (1-5M),0.3,2010
G0505,Ultra Rivals 2,Nintendo Switch,2021,Racing,Nintendo,11.27,60,6.5,14,39.99,E,No,High (5-15M),-0.5,2020
G0506,Shadow Warriors 2,PlayStation,2017,RPG,Bandai Namco,17.88,65,6.4,16,49.99,T,No,Blockbuster (15M+),0.1,2010
G0507,Final Strike,PC,2012,Puzzle,Electronic Arts,2.16,73,7.5,39,19.99,T,Yes,Medium (1-5M),-0.2,2010
G0508,Legend Force 2,PC,2021,Sports,Activision,8.73,64,6.5,20,39.99,E10+,No,High (5-15M),-0.1,2020
G0509,Mega Souls 1,Mobile,2016,Sports,Activision,0.53,70,6.5,29,59.99,E10+,No,Low (<1M),0.5,2010
G0510,Cyber Horizon,PlayStation,2016,Adventure,Nintendo,4.6,57,4.8,23,49.99,E10+,No,Medium (1-5M),0.9,2010
G0511,Ultra Legacy,PlayStation,2016,Sports,Activision,6.09,63,5.6,52,49.99,T,No,High (5-15M),0.7,2010
G0512,Legend Force 1,Xbox,2018,Racing,Bandai Namco,3.13,67,6.5,47,59.99,M,Yes,Medium (1-5M),0.2,2010
G0513,Cyber Empire 3,Xbox,2022,Racing,Electronic Arts,8.64,66,6.5,19,59.99,E10+,No,High (5-15M),0.1,2020
G0514,Neon Warriors,PlayStation,2014,Sports,Sony Interactive,6.24,81,7.7,23,19.99,M,No,High (5-15M),0.4,2010
G0515,Cyber Arena 1,PC,2019,Racing,Sega,3.35,70,5.9,31,49.99,E10+,No,Medium (1-5M),1.1,2010
G0516,Eternal Legacy 2,Xbox,2017,RPG,Bandai Namco,10.62,75,8.6,13,19.99,E,No,High (5-15M),-1.1,2010
G0517,Storm Chronicles,Mobile,2024,Shooter,Capcom,5.38,72,5.7,26,49.99,E10+,Yes,High (5-15M),1.5,2020
G0518,Final Worlds 1,PlayStation,2014,Action,Nintendo,1.46,70,6.4,21,9.99,E,No,Medium (1-5M),0.6,2010
G0519,Super Force 1,PlayStation,2025,Fighting,Sony Interactive,33.67,68,5.9,35,29.99,T,Yes,Blockbuster (15M+),0.9,2020
G0520,Pixel Force,PlayStation,2024,RPG,Activision,27.25,72,8.0,19,39.99,M,Yes,Blockbuster (15M+),-0.8,2020
G0521,Pixel Age 3,Xbox,2021,Shooter,Ubisoft,2.22,65,5.5,54,39.99,E,No,Medium (1-5M),1.0,2020
G0522,Super Fury 1,Nintendo Switch,2016,Simulation,Epic Games,1.79,78,6.6,120,39.99,E,Yes,Medium (1-5M),1.2,2010
G0523,Storm Force 3,PlayStation,2014,Racing,Electronic Arts,8.69,67,5.3,32,19.99,T,No,High (5-15M),1.4,2010
G0524,Battle Legacy 1,PC,2024,RPG,Valve,2.83,97,8.2,23,39.99,E10+,No,Medium (1-5M),1.5,2020
G0525,Eternal Raid 1,PlayStation,2017,Sports,Ubisoft,28.41,69,6.4,155,19.99,T,Yes,Blockbuster (15M+),0.5,2010
G0526,Final Odyssey 1,PlayStation,2017,Fighting,Sega,45.0,80,6.8,26,29.99,E,No,Blockbuster (15M+),1.2,2010
G0527,Storm Fury 3,Nintendo Switch,2022,Sports,Capcom,2.67,60,5.9,32,29.99,T,Yes,Medium (1-5M),0.1,2020
G0528,Shadow Horizon 3,Xbox,2012,Puzzle,Activision,5.63,61,6.5,12,49.99,T,No,High (5-15M),-0.4,2010
G0529,Shadow Souls 2,PC,2013,Fighting,Sony Interactive,18.42,65,5.4,39,19.99,E10+,Yes,Blockbuster (15M+),1.1,2010
G0530,Eternal Worlds 2,PC,2021,Adventure,Electronic Arts,3.83,76,8.1,35,14.99,E,No,Medium (1-5M),-0.5,2020
G0531,Cyber Worlds,PC,2014,Shooter,Microsoft,1.59,56,5.8,36,29.99,M,Yes,Medium (1-5M),-0.2,2010
G0532,Cyber Odyssey 3,PlayStation,2024,Strategy,Electronic Arts,2.44,81,8.1,31,19.99,M,Yes,Medium (1-5M),0.0,2020
G0533,Battle Empire 3,PlayStation,2012,Action,Take-Two,11.95,75,8.0,35,9.99,T,No,High (5-15M),-0.5,2010
G0534,Pixel Worlds 1,PC,2013,Sports,Capcom,21.06,74,6.1,23,49.99,E,No,Blockbuster (15M+),1.3,2010
G0535,Epic Force 1,PC,2014,Shooter,Activision,1.99,74,6.0,40,49.99,M,No,Medium (1-5M),1.4,2010
G0536,Lost Tactics,PlayStation,2017,Sports,Electronic Arts,4.83,60,5.0,26,29.99,M,No,Medium (1-5M),1.0,2010
G0537,Pixel Force 3,PC,2019,Action,Valve,7.31,66,6.5,13,29.99,M,Yes,High (5-15M),0.1,2010
G0538,Neon Warriors 2,PC,2020,Shooter,Sega,7.28,86,8.1,11,14.99,T,No,High (5-15M),0.5,2020
G0539,Super Quest,PlayStation,2020,Action,Sony Interactive,6.36,82,7.9,38,29.99,M,No,High (5-15M),0.3,2020
G0540,Legend Odyssey 2,PlayStation,2025,Sports,Electronic Arts,3.29,88,8.4,5,39.99,E10+,No,Medium (1-5M),0.4,2020
G0541,Battle Raid 1,PlayStation,2015,Sports,Sega,1.57,67,4.9,18,9.99,E10+,No,Medium (1-5M),1.8,2010
G0542,Super Arena 1,PlayStation,2012,Shooter,Sony Interactive,4.84,78,6.8,13,39.99,M,Yes,Medium (1-5M),1.0,2010
G0543,Rising Warriors 2,PC,2014,Racing,Nintendo,1.74,87,7.3,30,49.99,E,No,Medium (1-5M),1.4,2010
G0544,Epic Raid 3,Nintendo Switch,2025,Adventure,Sega,0.91,70,5.9,12,39.99,E10+,Yes,Low (<1M),1.1,2020
G0545,Ancient Odyssey,Xbox,2022,Action,Capcom,4.42,73,4.6,18,9.99,T,No,Medium (1-5M),2.7,2020
G0546,Mega Quest,PC,2022,Adventure,Epic Games,8.02,81,6.3,26,14.99,E10+,Yes,High (5-15M),1.8,2020
G0547,Super Horizon 2,PlayStation,2021,Strategy,Valve,10.15,72,7.8,35,39.99,E10+,Yes,High (5-15M),-0.6,2020
G0548,Space Quest,Nintendo Switch,2018,Simulation,Ubisoft,3.05,69,5.8,35,49.99,T,No,Medium (1-5M),1.1,2010
G0549,Ultra Rivals,Xbox,2014,Adventure,Microsoft,8.15,73,5.9,20,39.99,T,Yes,High (5-15M),1.4,2010
G0550,Super Rivals 1,PC,2012,Sports,Epic Games,0.48,83,8.0,86,39.99,E,Yes,Low (<1M),0.3,2010
G0551,Mega Worlds 2,PC,2017,Adventure,Activision,2.86,69,6.6,48,19.99,M,No,Medium (1-5M),0.3,2010
G0552,Super Odyssey 1,PC,2023,Sports,Square Enix,9.15,77,6.5,42,59.99,E,Yes,High (5-15M),1.2,2020
G0553,Ancient Fury,PlayStation,2021,Shooter,Capcom,3.19,88,9.5,18,29.99,E,Yes,Medium (1-5M),-0.7,2020
G0554,Rising Odyssey 3,PC,2023,Puzzle,Capcom,10.43,75,6.2,28,29.99,M,No,High (5-15M),1.3,2020
G0555,Iron Fury 3,Nintendo Switch,2018,Racing,Take-Two,20.7,77,7.9,66,14.99,M,No,Blockbuster (15M+),-0.2,2010
G0556,Neon Legacy 1,PlayStation,2018,Action,Epic Games,5.1,71,8.5,45,49.99,M,Yes,High (5-15M),-1.4,2010
G0557,Storm Warriors 2,Nintendo Switch,2014,Action,Sony Interactive,6.62,74,6.9,16,49.99,E10+,No,High (5-15M),0.5,2010
G0558,Dark Rivals 3,PlayStation,2013,Action,Valve,1.35,83,8.8,18,19.99,M,No,Medium (1-5M),-0.5,2010
G0559,Pixel Strike 1,Xbox,2012,Strategy,Square Enix,1.3,74,7.9,13,69.99,T,No,Medium (1-5M),-0.5,2010
G0560,Space Arena,PC,2025,Racing,Take-Two,1.53,91,8.8,21,14.99,T,No,Medium (1-5M),0.3,2020
G0561,Battle Force,PlayStation,2023,Action,Electronic Arts,5.93,86,7.6,54,29.99,E,No,High (5-15M),1.0,2020
G0562,Storm Worlds 1,PC,2017,RPG,Square Enix,1.71,90,8.6,14,29.99,T,Yes,Medium (1-5M),0.4,2010
G0563,Shadow Empire 2,Nintendo Switch,2012,Racing,Electronic Arts,3.12,76,6.9,8,14.99,E,Yes,Medium (1-5M),0.7,2010
G0564,Final Horizon 2,Mobile,2023,Strategy,Square Enix,5.36,65,7.1,35,49.99,M,Yes,High (5-15M),-0.6,2020
G0565,Epic Warriors,PC,2022,Racing,Take-Two,2.28,74,7.7,26,69.99,T,No,Medium (1-5M),-0.3,2020
G0566,Final Chronicles 3,Xbox,2015,Puzzle,Capcom,0.58,71,4.8,7,39.99,E10+,Yes,Low (<1M),2.3,2010
G0567,Iron Rivals 1,Nintendo Switch,2023,Sports,Sony Interactive,6.68,71,7.0,46,39.99,E,Yes,High (5-15M),0.1,2020
G0568,Legend Rivals,Xbox,2014,Sports,Bandai Namco,7.51,67,7.9,12,49.99,T,Yes,High (5-15M),-1.2,2010
G0569,Epic Force 2,PlayStation,2022,Sports,Square Enix,16.39,71,7.4,31,19.99,M,Yes,Blockbuster (15M+),-0.3,2020
G0570,Mega Rivals 2,PlayStation,2017,Fighting,Microsoft,9.06,74,7.0,18,59.99,E10+,Yes,High (5-15M),0.4,2010
G0571,Shadow Age,PlayStation,2020,Sports,Take-Two,4.94,93,9.0,30,9.99,E10+,Yes,Medium (1-5M),0.3,2020
G0572,Ancient Legacy 2,Mobile,2019,Action,Capcom,8.44,55,5.4,26,59.99,T,No,High (5-15M),0.1,2010
G0573,Ultra Legacy 1,PlayStation,2020,Shooter,Sega,6.81,61,6.6,124,69.99,T,Yes,High (5-15M),-0.5,2020
G0574,Epic Arena,Nintendo Switch,2018,Shooter,Sega,0.58,65,5.1,80,9.99,E10+,Yes,Low (<1M),1.4,2010
G0575,Eternal Fury,Mobile,2021,Racing,Activision,1.64,74,7.9,34,49.99,M,No,Medium (1-5M),-0.5,2020
G0576,Dragon Worlds 2,PlayStation,2019,Fighting,Square Enix,1.27,74,6.7,145,39.99,E,Yes,Medium (1-5M),0.7,2010
G0577,Pixel Fury 2,Mobile,2022,Sports,Take-Two,2.17,64,6.2,19,19.99,E10+,Yes,Medium (1-5M),0.2,2020
G0578,Dark Worlds 3,PlayStation,2018,Fighting,Sega,2.03,81,7.8,13,9.99,E,No,Medium (1-5M),0.3,2010
G0579,Lost Odyssey 2,Mobile,2018,Strategy,Activision,2.29,75,7.6,33,49.99,T,Yes,Medium (1-5M),-0.1,2010
G0580,Iron Chronicles 1,Xbox,2020,Simulation,Epic Games,8.66,90,9.2,23,49.99,M,No,High (5-15M),-0.2,2020
G0581,Ancient Souls 3,PC,2019,Strategy,Bandai Namco,2.35,80,7.4,14,19.99,M,No,Medium (1-5M),0.6,2010
G0582,Storm Quest 1,PC,2013,Sports,Activision,5.2,75,5.7,39,39.99,M,No,High (5-15M),1.8,2010
G0583,Space Strike 2,PC,2021,Racing,Valve,1.71,87,6.9,22,19.99,E,Yes,Medium (1-5M),1.8,2020
G0584,Legend Empire 1,PC,2015,Shooter,Sony Interactive,6.14,85,7.0,78,49.99,E,No,High (5-15M),1.5,2010
G0585,Super Strike,Xbox,2018,Action,Capcom,6.18,93,8.0,21,49.99,M,No,High (5-15M),1.3,2010
G0586,Mega Strike 2,PlayStation,2019,Action,Square Enix,45.0,74,4.8,26,29.99,T,Yes,Blockbuster (15M+),2.6,2010
G0587,Iron Empire 1,PlayStation,2025,Adventure,Square Enix,12.98,92,7.0,18,59.99,E,No,High (5-15M),2.2,2020
G0588,Rising Chronicles,PlayStation,2016,Fighting,Capcom,0.24,98,9.8,16,59.99,M,Yes,Low (<1M),0.0,2010
G0589,Pixel Odyssey,Xbox,2016,Action,Microsoft,6.38,98,9.8,82,29.99,E10+,Yes,High (5-15M),0.0,2010
G0590,Pixel Empire 3,Xbox,2014,Shooter,Sega,2.88,71,7.8,14,29.99,M,No,Medium (1-5M),-0.7,2010
G0591,Battle Souls,Mobile,2019,Fighting,Square Enix,38.73,63,5.5,8,49.99,E10+,No,Blockbuster (15M+),0.8,2010
G0592,Rising Legacy,PC,2022,Racing,Bandai Namco,10.34,79,6.8,16,19.99,E10+,Yes,High (5-15M),1.1,2020
G0593,Dragon Chronicles 1,PC,2022,RPG,Electronic Arts,0.91,98,9.8,14,59.99,M,Yes,Low (<1M),0.0,2020
G0594,Dragon Fury 2,PC,2025,Strategy,Electronic Arts,10.99,78,9.1,60,39.99,M,Yes,High (5-15M),-1.3,2020
G0595,Ultra Age 3,Nintendo Switch,2022,Adventure,Activision,3.87,69,4.7,40,19.99,T,Yes,Medium (1-5M),2.2,2020
G0596,Epic Legacy,Nintendo Switch,2023,Strategy,Sega,5.18,90,9.4,57,29.99,M,Yes,High (5-15M),-0.4,2020
G0597,Lost Legacy,Xbox,2015,Shooter,Epic Games,2.83,51,6.4,36,59.99,E,Yes,Medium (1-5M),-1.3,2010
G0598,Super Odyssey,Nintendo Switch,2022,Racing,Take-Two,1.55,71,5.6,19,19.99,M,Yes,Medium (1-5M),1.5,2020
G0599,Cyber Tactics 1,PlayStation,2012,Simulation,Sega,14.38,75,7.1,24,9.99,E10+,Yes,High (5-15M),0.4,2010
G0600,Rising Souls 3,Xbox,2024,Racing,Ubisoft,3.25,85,8.5,16,49.99,T,No,Medium (1-5M),0.0,2020
G0601,Dragon Age 3,Nintendo Switch,2020,Strategy,Valve,2.02,78,9.6,35,14.99,M,Yes,Medium (1-5M),-1.8,2020
G0602,Neon Legacy 3,Mobile,2020,Adventure,Valve,4.48,66,5.8,27,69.99,T,No,Medium (1-5M),0.8,2020
G0603,Storm Empire 1,Xbox,2019,Shooter,Sega,4.81,51,5.8,32,14.99,E,Yes,Medium (1-5M),-0.7,2010
G0604,Super Souls 1,PC,2012,Shooter,Take-Two,45.0,87,7.9,8,49.99,M,No,Blockbuster (15M+),0.8,2010
G0605,Storm Age 2,PlayStation,2021,Shooter,Microsoft,1.84,84,7.8,19,14.99,T,No,Medium (1-5M),0.6,2020
G0606,Final Tactics,PlayStation,2012,RPG,Capcom,0.71,64,7.0,14,9.99,E,No,Low (<1M),-0.6,2010
G0607,Cyber Empire,PC,2015,Sports,Nintendo,3.07,96,9.7,24,69.99,E10+,No,Medium (1-5M),-0.1,2010
G0608,Dark Age 3,PC,2023,Adventure,Electronic Arts,8.94,72,6.9,13,59.99,M,Yes,High (5-15M),0.3,2020
